id_catalog_product,reference,name,brand,color,season,sizes,gender_segment,main_category,sub_category,article_type,score_ec,quantity
18571,25790,Arrow Men Red Suspenders,Arrow,Red,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Suspenders,0,3077
18572,26115,John Miller Men Purple Shirt,John Miller,Purple,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,1175
18573,12320,Genesis Men Brown Striped Shirt,Genesis,Brown,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,2939
18574,29961,Cat Men Sheet Sunglasses,Cat,Brown,Winter,Unique,Men,Accessories,Eyewear,Sunglasses,0,6087
18575,3777,Status Quo Men's Fushia Polo T-shirt,Status Quo,Pink,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,6445
18576,30070,Ed Hardy Men Silver Dial Watch,Ed Hardy,Steel,Winter,Unique,Men,Accessories,Watches,Watches,0,9968
18577,43582,Gini and Jony Boys White Check Shirt,Gini and Jony,White,Summer,"XS,S,M,L,XL",Boys,Apparel,Topwear,Shirts,0,5267
18578,54535,F Sports Men White Cyber Sports Shoes,F Sports,White,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,7504
18579,26929,Jealous 21 Women Dark Grey Tunic,Jealous 21,Grey,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tunics,0,8228
18580,49884,Q&Q Kids Girls White Dial Analog Watch,Q&Q Kids,White,Winter,Unique,Girls,Accessories,Watches,Watches,0,7109
18581,16780,ADIDAS Originals Unisex Brown Dial Chronograph Watch ADH2563,ADIDAS Originals,Brown,Winter,Unique,Unisex,Accessories,Watches,Watches,0,5434
18582,51047,Enamor Nude Coloured Smooth Bra,Enamor Nude Coloured Smooth Bra,Beige,Summer,"XS,S,M,L,XL",Women,Apparel,Innerwear,Bra,0,4148
18583,50195,Gini and Jony Boys Black T-shirt,Gini and Jony,Black,Summer,"XS,S,M,L,XL",Boys,Apparel,Topwear,Tshirts,0,7631
18584,17652,Converse Unisex Casual Red Slipper,Converse,Red,Summer,"36,37,38,39,40,41,42,43,44,45",Unisex,Footwear,Flip Flops,Flip Flops,0,1812
18585,48956,Revv Men Steel Ring,Revv,Steel,Summer,Unique,Men,Accessories,Jewellery,Ring,0,9765
18586,23467,Lino Perros Men Beige Check Scarf,Lino Perros,Beige,Winter,Unique,Men,Accessories,Scarves,Scarves,0,4599
18587,6205,Lee Men's Brooklyn Rider Grey T-shirt,Lee,Grey,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,2154
18588,47122,Marvel Boys Black Shoes,Marvel,Red,Winter,"36,37,38,39,40,41,42,43,44,45",Boys,Footwear,Shoes,Casual Shoes,0,6518
18589,15561,Spykar Men Washed Blue Jeans,Spykar,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Jeans,0,1785
18590,21754,Fossil Men Johann Dark Brown Belt,Fossil,Brown,Fall,Unique,Men,Accessories,Belts,Belts,0,8352
18591,4136,Skechers Women Silver White Blue Shoe,Skechers,Silver,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Casual Shoes,0,9226
18592,45211,CASIO ENTICER Women White Dial Analogue Watch A666,CASIO ENTICER,White,Winter,Unique,Women,Accessories,Watches,Watches,0,7546
18593,20686,Buckaroo Men Claro Brown Casual Shoes,Buckaroo,Brown,Winter,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,5680
18594,53374,Puma Women White Wallet,Puma,White,Summer,Unique,Women,Accessories,Wallets,Wallets,0,1879
18595,32343,Q&Q Men White Dial Watch,Q&Q,White,Winter,Unique,Men,Accessories,Watches,Watches,0,1145
18596,10013,Nike Men As Ss Cruiser Yellow T-Shirts,Nike,Yellow,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,8715
18597,40763,Quiksilver Men White & Black Base Satchel Bag,Quiksilver,White,Summer,Unique,Men,Accessories,Bags,Messenger Bag,0,5912
18598,38679,Spice Art Women Canvas Pink Wallet,Spice Art,Pink,Summer,Unique,Women,Accessories,Wallets,Wallets,0,5152
18599,13696,Puma Unisex Silver Astar ride 3M Backpack,Puma,Black,Fall,Unique,Unisex,Accessories,Bags,Backpacks,0,7334
18600,34888,Envirosax Women Blue Bag,Envirosax,Blue,Summer,Unique,Women,Accessories,Bags,Handbags,0,4951
18601,54151,Femella Golden Necklace,Femella Golden Necklace,Gold,Fall,Unique,Women,Accessories,Jewellery,Necklace and Chains,0,6603
18602,12744,Timberland Unisex Solid Beige Bags,Timberland,Beige,Fall,Unique,Unisex,Accessories,Bags,Laptop Bag,0,7584
18603,42034,Nike Men Egoli FG Blue Sports Shoes,Nike,Blue,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,4624
18604,3313,Mumbai Indians Men Premium Jersey,Mumbai Indians,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,864
18605,17236,U.S. Polo Assn. Men Stripes Blue Polo Tshirt,U.S. Polo Assn.,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,3155
18606,6661,Nike Men's Classic Leather Black Shoe,Nike,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,9100
18607,47546,Portia Women Silver Flats,Portia,Silver,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,0,7933
18608,46494,Timex Men Black Dial Watch,Timex,Black,Winter,Unique,Men,Accessories,Watches,Watches,0,1814
18609,35166,Coolers by Liberty Men Brown Sandals,Coolers by Liberty,Brown,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,0,5772
18610,42808,Little Miss Intimates Women Pink Brief,Little Miss Intimates,Pink,Summer,"XS,S,M,L,XL",Women,Apparel,Innerwear,Briefs,0,718
18611,51423,Myntra Men Orange Check Shirt,Myntra,Orange,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,5203
18612,27691,Murcia Purple Handbag,Murcia Purple Handbag,Purple,Winter,Unique,Women,Accessories,Bags,Handbags,0,5631
18613,17838,Nike Women Steady VIII White Casual Shoe,Nike,White,Fall,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Casual Shoes,0,2039
18614,30626,Nike Men Kobe Old Master Black T-shirt,Nike,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,3933
18615,42206,Sepia Women Green Top,Sepia,Green,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,0,2102
18616,3121,Probase Men's Player Tee Green T-shirt,Probase,Green,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,3204
18617,12576,Tantra Women Black Printed T-shirt,Tantra,Black,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,0,5564
18618,18870,Puma Women Grey Core Track Pants,Puma,Grey,Fall,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Track Pants,0,4148
18619,6453,Lotto Men's BasketBall Black Red Shoe,Lotto,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,1605
18620,17004,Rocia Women Brown Ballerinas,Rocia,Brown,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Flats,0,6236
18621,23231,Aneri Women Roshani Red Kurta,Aneri,Red,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,0,6312
18622,51611,Kraus Jeans Women Black Leggings,Kraus Jeans,Black,Fall,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Leggings,0,2988
18623,7581,Nike Men Lunarswi +2 Orange Black Shoe,Nike,Orange,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,9308
18624,4304,Tantra Kid's Unisex Math Pink Kidswear,Tantra Kid's,Pink,Summer,"XS,S,M,L,XL",Unisex,Apparel,Topwear,Tshirts,0,2918
18625,45023,Maxima Women Black Dial Pearl Strap Watch,Maxima,Black,Winter,Unique,Women,Accessories,Watches,Watches,0,527
18626,15753,Facit Men Square Neck Grey Innerwear Vest,Facit,Grey,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Innerwear Vests,0,8707
18627,52094,Myntra Women Yellow Top,Myntra,Yellow,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,0,9024
18628,21566,Numero Uno Men Casual Black Shoes,Numero Uno,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,8477
18629,53146,Catwalk Women Red Sandals,Catwalk,Red,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,0,5161
18630,14681,Basics Men Green Polo T-shirt,Basics,Green,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,5049
18631,24828,Jealous 21 Women Green Printed T-Shirt,Jealous 21,Green,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,0,4453
18632,39599,Catwalk Women White Wedges,Catwalk,White,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,0,4761
18633,32171,Playboy Women Blue Socks,Playboy,Blue,Summer,Unique,Women,Accessories,Socks,Socks,0,8623
18634,40551,Titan Women Silver Dial Watch,Titan,Silver,Winter,Unique,Women,Accessories,Watches,Watches,0,5473
18635,10221,Murcia Women Emma Green Handbags,Murcia,Green,Winter,Unique,Women,Accessories,Bags,Handbags,0,8936
18636,11909,Franco Leone Men Formal Black Formal Shoes,Franco Leone,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Formal Shoes,0,1856
18637,36717,Gini and Jony Boys Printed Yellow T-Shirt,Gini and Jony,Yellow,Summer,"XS,S,M,L,XL",Boys,Apparel,Topwear,Tshirts,0,9634
18638,5010,Inkfruit Men's Egg Hard Black T-Shirt,Inkfruit,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,3967
18639,20672,Classic Polo Men Striped Pink Tshirt,Classic Polo,Pink,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,7464
18640,14447,Enroute Women Casual  Coral Red Casual Shoes,Enroute,Red,Summer,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Casual Shoes,0,7567
18641,53380,Puma Unisex Black Sandals,Puma,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Unisex,Footwear,Sandal,Sports Sandals,0,2245
18642,11135,Puma Men Visor Multifunction Silver white Black Watches,Puma,Black,Winter,Unique,Men,Accessories,Watches,Watches,0,4379
18643,25300,Lino Perros Women Leather Tan Wallet,Lino Perros,Tan,Winter,Unique,Women,Accessories,Wallets,Wallets,0,4277
18644,2235,Puma Men Gypsy Black Sandal,Puma,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,0,2615
18645,13662,Genesis Men Blue Stripe Shirt,Genesis,White,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,6757
18646,27457,Jockey Black Seamless Bra 1672,Jockey Black Seamless Bra 1672,Black,Fall,"XS,S,M,L,XL",Women,Apparel,Innerwear,Bra,0,2767
18647,26585,Puma Men Esito Vulc Cetto Black Sports Shoes,Puma,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,2767
18648,22919,Fastrack Women White Casual Watch,Fastrack,White,Winter,Unique,Women,Accessories,Watches,Watches,0,7586
18649,50505,Chromozome Men Red Striped Brief,Chromozome,Red,Winter,"XS,S,M,L,XL",Men,Apparel,Innerwear,Briefs,0,4981
18650,6695,UCB Women's Crystal Benetton At Front White T-shirt,UCB,White,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,0,7965
18651,34040,Gini and Jony Boys Check Red Shirt,Gini and Jony,Red,Summer,"XS,S,M,L,XL",Boys,Apparel,Topwear,Shirts,0,1429
18652,46460,Timex Men White Dial Watch,Timex,White,Winter,Unique,Men,Accessories,Watches,Watches,0,8273
18653,7747,Indigo Nation Men Green Polo T-shirt,Indigo Nation,Green,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,3824
18654,35192,Wildcraft Unisex Olive Green & Black Backpack,Wildcraft,Olive,Summer,Unique,Unisex,Accessories,Bags,Backpacks,0,5087
18655,22125,Provogue Men Black Formal Shoes,Provogue,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Formal Shoes,0,856
18656,54397,Baggit Women Blue Handbag,Baggit,Blue,Summer,Unique,Women,Accessories,Bags,Handbags,0,4810
18657,13450,United Colors of Benetton Women Solid White Shirts,United Colors of Benetton,White,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Shirts,0,4564
18658,27665,Murcia Women Pink Bag,Murcia,Pink,Winter,Unique,Women,Accessories,Bags,Handbags,0,5999
18659,2007,ADIDAS Mens Full Black T-shirt,ADIDAS Mens Full Black T-shirt,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,4341
18660,43320,United Colors of Benetton Women Peach T-shirt,United Colors of Benetton,Peach,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,0,9518
18661,31700,Fabindia Women Ananya Silver Earrings,Fabindia,Silver,Winter,Unique,Women,Accessories,Jewellery,Earrings,0,5833
18662,12582,Tantra Unisex Printed White Tshirts,Tantra,White,Fall,"XS,S,M,L,XL",Unisex,Apparel,Topwear,Tshirts,0,7171
18663,34272,Fabindia Women Printed Off White & Green Dupatta,Fabindia,Off White,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Dupatta,0,7559
18664,18884,Arrow Woman Piper Red Shirt,Arrow Woman Piper Red Shirt,Red,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Shirts,0,1165
18665,50737,Red Chief Men Mushroom Brown Shoes,Red Chief,Mushroom Brown,Winter,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,7353
18666,22317,Wildcraft Men Solid Khaki Jacket,Wildcraft,Khaki,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Jackets,0,1053
18667,16122,ADIDAS Men White Polo Tshirt,ADIDAS,White,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,9019
18668,7575,Nike Women's Air Max 90 White Shoe,Nike,White,Summer,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Sports Shoes,0,7545
18669,19956,United Colors of Benetton Men Green Sweater,United Colors of Benetton,Green,Spring,"XS,S,M,L,XL",Men,Apparel,Topwear,Sweaters,0,9880
18670,52060,Myntra Men White Printed T-shirt,Myntra,White,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,7783
18671,21592,Artengo Men Solid Grey Short,Artengo,Grey,Fall,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Shorts,0,649
18672,14675,Basics Men Printed Black Slim Fit Shirt,Basics,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,3353
18673,5222,Wildcraft Unisex Black Cruiser Backpack,Wildcraft,Black,Winter,Unique,Unisex,Accessories,Bags,Backpacks,0,3236
18674,11307,Wrangler Women Blue Michelle Jeans,Wrangler,Blue,Fall,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Jeans,0,1456
18675,32185,ADIDAS Men Adi Surge Red Flip Flops,ADIDAS,Red,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Flip Flops,Flip Flops,0,5680
18676,41477,Carlton London Men Maroon Shoes,Carlton London,Maroon,Spring,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,9107
18677,33057,U.S. Polo Assn. Denim Co. Men Black Shirt,U.S. Polo Assn. Denim Co.,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,3145
18678,44939,Franco Leone Men Black Shoes,Franco Leone,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Formal Shoes,0,4274
18679,57512,Provogue Men Brown Casual Shoes,Provogue,Brown,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,5513
18680,42696,Rocia Women Silver Sandals,Rocia,Silver,Spring,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Flats,0,584
18681,8159,Highlander Men Blue Checked Hakan Slim Fit Shirt,Highlander,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,2435
18682,55621,Numero Uno Men Black Formal Shoes,Numero Uno,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Formal Shoes,0,9762
18683,43744,Royal Diadem Set of 2 Turquoise Blue Bangles,Royal Diadem Set of 2 Turquoise Blue Bangles,Turquoise Blue,Summer,Unique,Women,Accessories,Jewellery,Bangle,0,7249
18684,22773,BIBA Women Printed White Kurta,BIBA,White,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,0,2001
18685,16546,Basics Men Green Slim Fit Checked Shirt,Basics,Green,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,7069
18686,8965,Puma Women BodyTrain Alt White Sports Shoes,Puma,White,Fall,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Sports Shoes,0,2973
18687,7111,Wildcraft Unisex Black Backpack,Wildcraft,Black,Winter,Unique,Unisex,Accessories,Bags,Backpacks,0,1235
18688,34616,Hanes Men ComfortSoft Pack of 2 Waistband Hip Briefs,Hanes,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Briefs,0,3338
18689,17494,Puma Men Navy Blue Drifter Cat II Flip Flops,Puma,Navy Blue,Spring,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Flip Flops,Flip Flops,0,3062
18690,50353,Aurelia Women Pink Kurta,Aurelia,Pink,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,0,4406
18691,20024,United Colors of Benetton Men Check Red Shirt,United Colors of Benetton,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,1772
18692,44561,Coolers Men Black Sandals,Coolers,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,0,5336
18693,5646,ADIDAS Unisex Adi Pixel Silver Flip Flop,ADIDAS,Silver,Fall,"36,37,38,39,40,41,42,43,44,45",Unisex,Footwear,Flip Flops,Flip Flops,0,2362
18694,37093,Wills Lifestyle Men Blue & Green T-Shirt,Wills Lifestyle,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,4726
18695,4794,ADIDAS Men's Cv Str Green Polo T-Shirt,ADIDAS,Green,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,9514
18696,56898,HM Women Golden Heels,HM,Gold,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,0,1042
18697,36141,Nike Men Free 4.0 V2 Grey Sports Shoes,Nike,Grey,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,6709
18698,39935,Tortoise Unisex Brown Laptop Bag,Tortoise,Brown,Fall,Unique,Unisex,Accessories,Bags,Laptop Bag,0,3265
18699,52404,Red Rose Women Blue Nightdress,Red Rose,Blue,Winter,"XS,S,M,L,XL",Women,Apparel,Loungewear and Nightwear,Nightdress,0,7768
18700,20818,Red Tape Men Brown Leather Casual Shoes,Red Tape,Brown,Winter,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,1384
18701,58902,Hakashi Men Yellow Silk Tie,Hakashi,Yellow,Summer,Unique,Men,Accessories,Ties,Ties,0,4149
18702,33433,Baggit Women Senorita Koku Olive Handbag,Baggit,Olive,Summer,Unique,Women,Accessories,Bags,Handbags,0,7390
18703,57176,Elle Cream Printed T-shirt,Elle Cream Printed T-shirt,Cream,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,0,4071
18704,25556,Wrangler Men Biker Pink T-shirt,Wrangler,Pink,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,4433
18705,44753,Globalite Men Black Court Shoes,Globalite,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,6356
18706,5474,Nike Men Air Force 1 '07 White Sports Shoes,Nike,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,4166
18707,20216,Wrangler Men Rib Red Sweater,Wrangler,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Sweaters,0,9066
18708,14023,Nike Men Solid Navy Blue Shorts,Nike,Navy Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Shorts,0,1057
18709,52636,Mod-acc Women Black Handbag,Mod-acc,Black,Summer,Unique,Women,Accessories,Bags,Handbags,0,9972
18710,36373,Reid & Taylor Men Navy Blue Socks,Reid & Taylor,Navy Blue,Summer,Unique,Men,Accessories,Socks,Socks,0,6540
18711,57344,Amante Purple Bra-BGDI03,Amante Purple Bra-BGDI03,Purple,Winter,"XS,S,M,L,XL",Women,Apparel,Innerwear,Bra,0,1628
18712,10483,Flying Machine Men Damson Maroon Tshirts,Flying Machine,Pink,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,1860
18713,33601,Arrow Men Striped White T-shirt,Arrow,White,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,5920
18714,41221,Lotto Men Blue Flip Flops,Lotto,Blue,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Flip Flops,Flip Flops,0,9792
18715,11551,W Women Printed Blue Kurtas,W,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,0,5849
18716,56296,Biara Women Rose Briefs,Biara,Rose,Winter,"XS,S,M,L,XL",Women,Apparel,Innerwear,Briefs,0,3125
18717,25764,Lino Perros Men Black Suspenders,Lino Perros,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Suspenders,0,557
18718,31156,Gini and Jony Boys Blue T-shirt,Gini and Jony,Blue,Summer,"XS,S,M,L,XL",Boys,Apparel,Topwear,Tshirts,0,9819
18719,3783,Status Quo Men's Beach White T-shirt,Status Quo,White,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,9003
18720,30084,Ed Hardy Men Black & Green Dial Watch,Ed Hardy,Black,Winter,Unique,Men,Free Items,Free Gifts,Free Gifts,0,6348
18721,2651,Murcia Women Non Leather Laptop White Bag,Murcia,White,Winter,Unique,Women,Accessories,Bags,Handbags,0,3237
18722,28847,Proline Men Rust Brown Polo T-shirt,Proline,Rust,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,5993
18723,43576,Gini and Jony Girls Knits White Top,Gini and Jony,White,Summer,"XS,S,M,L,XL",Girls,Apparel,Topwear,Tops,0,4377
18724,13206,ASICS Men GT 2160 Running Black Sports Shoes,ASICS,Black,Spring,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,2782
18725,46004,Fabindia Green & Blue Striped Mangalgiri Saree,Fabindia Green & Blue Striped Mangalgiri Saree,Green,Summer,"XS,S,M,L,XL",Women,Apparel,Saree,Sarees,0,7286
18726,7323,Red Tape Men's Casual Brown Shoe,Red Tape,Brown,Winter,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,6008
18727,49870,Q&Q Superior Women White Dial Analog Watch,Q&Q Superior,White,Winter,Unique,Women,Accessories,Watches,Watches,0,1931
18728,22541,Lotto  Kids-Boy Jumper  White Sports Shoes,Lotto  Kids-Boy Jumper  White Sports Shoes,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,2275
18729,16774,ADIDAS Originals Unisex White Dial Watch ADH2127,ADIDAS Originals,White,Winter,Unique,Unisex,Accessories,Watches,Watches,0,4707
18730,50161,Rocia Women White Wedges,Rocia,White,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,0,4885
18731,34424,Myntra Men Green Planet Orange T-shirt,Myntra,Orange,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,6851
18732,34844,ADIDAS Men Adizero Black Sandals,ADIDAS,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,0,4474
18733,22921,Fastrack Women Blue Dial Watch 9911PP03,Fastrack,Blue,Winter,Unique,Women,Accessories,Watches,Watches,0,6405
18734,8737,Indigo Nation Men Checks Shirt Purple Shirts,Indigo Nation,White,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,0,5177
18735,12788,Mother Earth Women Renu Pink Kurtis,Mother Earth,Pink,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtis,0,4965
18736,35996,Ben 10 Boys Crew Yellow T-shirt,Ben 10,Yellow,Summer,"XS,S,M,L,XL",Boys,Apparel,Topwear,Tshirts,0,8911
18737,19360,Beyouty Women H01 Combo3 Fashion Hipster Pack of 3 Breifs,Beyouty,White,Summer,"XS,S,M,L,XL",Women,Apparel,Innerwear,Briefs,0,3802
18738,34078,Clarks Men Sentry Cry Leather Black Shoes,Clarks,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,7445
18739,28427,DKNY Women White Dial Chronograph Watch,DKNY,White,Winter,Unique,Women,Accessories,Watches,Watches,0,2802
18740,43916,Femella Women Yellow Shorts,Femella,Yellow,Summer,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Shorts,0,6785
18741,46458,Timex Women Brown Dial Watch,Timex,Brown,Winter,Unique,Women,Accessories,Watches,Watches,0,5466
18742,11931,Skechers Men Shape Black Sports Shoes,Skechers,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,0,4226
18743,59682,Avirate Purple Hi-Leg Brief,Avirate Purple Hi-Leg Brief,Purple,Summer,"XS,S,M,L,XL",Women,Apparel,Innerwear,Briefs,0,2542
18744,25338,CASIO Sheen Women Red Dial Chronograph Watch SX029 SHE-5017L-4ADF,CASIO Sheen,Red,Winter,Unique,Women,Accessories,Watches,Watches,0,9214
18745,5814,ADIDAS Women Go Glow Top,ADIDAS,White,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,0,3498
18746,32981,Mr. Men Printed Red T-shirt,Mr.,Red,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,8471
18747,52058,Myntra Men Blue T-shirt,Myntra,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,1409
18748,25936,Femella Women Purple Scarf,Femella,Purple,Summer,Unique,Women,Accessories,Scarves,Scarves,0,4633
18749,20478,Baggit Women Oscar Opart Brown Wallet,Baggit,Brown,Winter,Unique,Women,Accessories,Wallets,Wallets,0,2380
18750,58562,Puma Women Navy Blue Jeans,Puma,Navy Blue,Fall,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Jeans,0,3060
18751,33853,Puma Men Bolt Hawthorne Hex Grey Shoes,Puma,Grey,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,0,8027
18752,52864,Adrika Red Earrings,Adrika Red Earrings,Red,Summer,Unique,Women,Accessories,Jewellery,Earrings,0,6196
18753,44901,Puma Men Black Polo Neck T-shirt,Puma,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,0,3572
